Vetor original Vet:
Elememto Vet[3179]= 45694
Elememto Vet[3180]= 20092
Elememto Vet[3181]= 33798
Elememto Vet[3182]= 9071
Elememto Vet[3183]= 20162
Elememto Vet[3184]= 37390
Elememto Vet[3185]= 11006
Elememto Vet[3186]= 14238
Elememto Vet[3187]= 12678
Elememto Vet[3188]= 39007
Elememto Vet[3189]= 28492
Elememto Vet[3190]= 17791
Elememto Vet[3191]= 47046
Elememto Vet[3192]= 24728
Elememto Vet[3193]= 25101
Elememto Vet[3194]= 30710
Elememto Vet[3195]= 18529
Elememto Vet[3196]= 24523
Elememto Vet[3197]= 29430
Elememto Vet[3198]= 12813
Elememto Vet[3199]= 9138
Elememto Vet[3200]= 27307
Elememto Vet[3201]= 15050
Elememto Vet[3202]= 18903
Elememto Vet[3203]= 44711
Elememto Vet[3204]= 23850
Elememto Vet[3205]= 7751
Elememto Vet[3206]= 16098
Elememto Vet[3207]= 5697
Elememto Vet[3208]= 20849
Elememto Vet[3209]= 27794
Elememto Vet[3210]= 29121
Elememto Vet[3211]= 31946
Elememto Vet[3212]= 26191
Elememto Vet[3213]= 32458
Elememto Vet[3214]= 6783
Elememto Vet[3215]= 27296
Elememto Vet[3216]= 34508
Elememto Vet[3217]= 10836
Elememto Vet[3218]= 28577
Elememto Vet[3219]= 18612
Elememto Vet[3220]= 28822
Elememto Vet[3221]= 29198
Elememto Vet[3222]= 32178
Elememto Vet[3223]= 13170
Elememto Vet[3224]= 32486
Elememto Vet[3225]= 38509
Elememto Vet[3226]= 33030
Elememto Vet[3227]= 18727
Elememto Vet[3228]= 28907
Elememto Vet[3229]= 5104
Elememto Vet[3230]= 28680
Elememto Vet[3231]= 15601
Elememto Vet[3232]= 12639
Elememto Vet[3233]= 21018
Elememto Vet[3234]= 8765
Elememto Vet[3235]= 10351
Elememto Vet[3236]= 23792
Elememto Vet[3237]= 16318
Elememto Vet[3238]= 37870
Elememto Vet[3239]= 36379
Elememto Vet[3240]= 13813
Elememto Vet[3241]= 44557
Elememto Vet[3242]= 40387
Elememto Vet[3243]= 30793
Elememto Vet[3244]= 23696
Elememto Vet[3245]= 11494
Elememto Vet[3246]= 39574
Elememto Vet[3247]= 30753
Elememto Vet[3248]= 5959
Elememto Vet[3249]= 14801
Elememto Vet[3250]= 12185
Elememto Vet[3251]= 16723
Elememto Vet[3252]= 36474
Elememto Vet[3253]= 32360
Elememto Vet[3254]= 33481
Elememto Vet[3255]= 30301
Elememto Vet[3256]= 28544
Elememto Vet[3257]= 24708
Elememto Vet[3258]= 41450
Elememto Vet[3259]= 30447
Elememto Vet[3260]= 38795
Elememto Vet[3261]= 29538
Elememto Vet[3262]= 39449
Elememto Vet[3263]= 39840
Elememto Vet[3264]= 42545
Elememto Vet[3265]= 27126
Elememto Vet[3266]= 32167
Elememto Vet[3267]= 29381
Elememto Vet[3268]= 17955
Elememto Vet[3269]= 13102
Elememto Vet[3270]= 18671
Elememto Vet[3271]= 41368
Elememto Vet[3272]= 12070
Elememto Vet[3273]= 44098
Elememto Vet[3274]= 34314
Elememto Vet[3275]= 18057
Elememto Vet[3276]= 29214
Elememto Vet[3277]= 37342
Elememto Vet[3278]= 17200
Elememto Vet[3279]= 18642
Elememto Vet[3280]= 32335
Elememto Vet[3281]= 20553
Elememto Vet[3282]= 18181
Elememto Vet[3283]= 26340
Elememto Vet[3284]= 39306
Elememto Vet[3285]= 16847
Elememto Vet[3286]= 21573
Elememto Vet[3287]= 17915
Elememto Vet[3288]= 21463
Elememto Vet[3289]= 40389
Elememto Vet[3290]= 21525
Elememto Vet[3291]= 16520
Elememto Vet[3292]= 19942
Elememto Vet[3293]= 21709
Elememto Vet[3294]= 4030
Elememto Vet[3295]= 25907
Elememto Vet[3296]= 15696
Elememto Vet[3297]= 11241
Elememto Vet[3298]= 27543
Elememto Vet[3299]= 9840
Elememto Vet[3300]= 17298
Elememto Vet[3301]= 7193
Elememto Vet[3302]= 24760
Elememto Vet[3303]= 18663
Elememto Vet[3304]= 21636
Elememto Vet[3305]= 11632
Elememto Vet[3306]= 10072
Elememto Vet[3307]= 21258
Elememto Vet[3308]= 12745
Elememto Vet[3309]= 10895
Elememto Vet[3310]= 32194
Elememto Vet[3311]= 15237
Elememto Vet[3312]= 13156
Elememto Vet[3313]= 24040
Elememto Vet[3314]= 20312
Elememto Vet[3315]= 18487
Elememto Vet[3316]= 16360
Elememto Vet[3317]= 4733
Elememto Vet[3318]= 30791
Elememto Vet[3319]= 40395
Elememto Vet[3320]= 33645
Elememto Vet[3321]= 40544
Elememto Vet[3322]= 32021
Elememto Vet[3323]= 3617
Elememto Vet[3324]= 25969
Elememto Vet[3325]= 33362
Elememto Vet[3326]= 27945
Elememto Vet[3327]= 26598
Elememto Vet[3328]= 29069
Elememto Vet[3329]= 21863
Elememto Vet[3330]= 14395
Elememto Vet[3331]= 34042
Elememto Vet[3332]= 15552
Elememto Vet[3333]= 21516
Elememto Vet[3334]= 37925
Elememto Vet[3335]= 17958
Elememto Vet[3336]= 15760
Elememto Vet[3337]= 4697
Elememto Vet[3338]= 25578
Elememto Vet[3339]= 36845
Elememto Vet[3340]= 25361
Elememto Vet[3341]= 15817
Elememto Vet[3342]= 23687
Elememto Vet[3343]= 10344
Elememto Vet[3344]= 44552
Elememto Vet[3345]= 24612
Elememto Vet[3346]= 35535
Elememto Vet[3347]= 43563
Elememto Vet[3348]= 26052
Elememto Vet[3349]= 7654
Elememto Vet[3350]= 11006
Elememto Vet[3351]= 29356
Elememto Vet[3352]= 35791
Elememto Vet[3353]= 30166
Elememto Vet[3354]= 36794
Elememto Vet[3355]= 37341
Elememto Vet[3356]= 26025
Elememto Vet[3357]= 16242
Elememto Vet[3358]= 23499
Elememto Vet[3359]= 35964
Elememto Vet[3360]= 12406
Elememto Vet[3361]= 23023
Elememto Vet[3362]= 31157
Elememto Vet[3363]= 39398
Elememto Vet[3364]= 21977
Elememto Vet[3365]= 18553
Elememto Vet[3366]= 8887
Elememto Vet[3367]= 21721
Elememto Vet[3368]= 17690
Elememto Vet[3369]= 8505
Elememto Vet[3370]= 14467
Elememto Vet[3371]= 26803
Elememto Vet[3372]= 35367
Elememto Vet[3373]= 35772
Elememto Vet[3374]= 18675
Elememto Vet[3375]= 29936
Elememto Vet[3376]= 26041
Elememto Vet[3377]= 32054
Elememto Vet[3378]= 22061
Elememto Vet[3379]= 7056
Elememto Vet[3380]= 12958
Elememto Vet[3381]= 18312
Elememto Vet[3382]= 44861
Elememto Vet[3383]= 33646
Elememto Vet[3384]= 20929
Elememto Vet[3385]= 31476
Elememto Vet[3386]= 15237
Elememto Vet[3387]= 13291
Elememto Vet[3388]= 35869
Elememto Vet[3389]= 18698
Elememto Vet[3390]= 44512
Elememto Vet[3391]= 25731
Elememto Vet[3392]= 31614
Elememto Vet[3393]= 25358
Elememto Vet[3394]= 16262
Elememto Vet[3395]= 15013
Elememto Vet[3396]= 16466
Elememto Vet[3397]= 40160
Elememto Vet[3398]= 5599
Elememto Vet[3399]= 10716
Elememto Vet[3400]= 31745
Elememto Vet[3401]= 15061
Elememto Vet[3402]= 34655
Elememto Vet[3403]= 16953
Elememto Vet[3404]= 29994
Elememto Vet[3405]= 25050
Elememto Vet[3406]= 40756
Elememto Vet[3407]= 12118
Elememto Vet[3408]= 20984
Elememto Vet[3409]= 12947
Elememto Vet[3410]= 14080
Elememto Vet[3411]= 26599
Elememto Vet[3412]= 19957
Elememto Vet[3413]= 10483
Elememto Vet[3414]= 32223
Elememto Vet[3415]= 19346
Elememto Vet[3416]= 8061
Elememto Vet[3417]= 30539
Elememto Vet[3418]= 27812
Elememto Vet[3419]= 25371
Elememto Vet[3420]= 10815
Elememto Vet[3421]= 25243
Elememto Vet[3422]= 36060
Elememto Vet[3423]= 36555
Elememto Vet[3424]= 18131
Elememto Vet[3425]= 29064
Elememto Vet[3426]= 37516
Elememto Vet[3427]= 25971
Elememto Vet[3428]= 22119
Elememto Vet[3429]= 28193
Elememto Vet[3430]= 8156
Elememto Vet[3431]= 17408
Elememto Vet[3432]= 15638
Elememto Vet[3433]= 26809
Elememto Vet[3434]= 2546
Elememto Vet[3435]= 19281
Elememto Vet[3436]= 10315
Elememto Vet[3437]= 31152
Elememto Vet[3438]= 16924
Elememto Vet[3439]= 32864
Elememto Vet[3440]= 27203
Elememto Vet[3441]= 13243
Elememto Vet[3442]= 31944
Elememto Vet[3443]= 23214
Elememto Vet[3444]= 24393
Elememto Vet[3445]= 28567
Elememto Vet[3446]= 5735
Elememto Vet[3447]= 33606
Elememto Vet[3448]= 38520
Elememto Vet[3449]= 18508
Elememto Vet[3450]= 7307
Elememto Vet[3451]= 17483
Elememto Vet[3452]= 33856
Elememto Vet[3453]= 6551
Elememto Vet[3454]= 22591
Elememto Vet[3455]= 26324
Elememto Vet[3456]= 18933
Elememto Vet[3457]= 12012
Elememto Vet[3458]= 17816
Elememto Vet[3459]= 28612
Elememto Vet[3460]= 18827
Elememto Vet[3461]= 41738
Elememto Vet[3462]= 36208
Elememto Vet[3463]= 24263
Elememto Vet[3464]= 40920
Elememto Vet[3465]= 16823
Elememto Vet[3466]= 27754
Elememto Vet[3467]= 11305
Elememto Vet[3468]= 44635
Elememto Vet[3469]= 39440
Elememto Vet[3470]= 34615
Elememto Vet[3471]= 30281
Elememto Vet[3472]= 9757
Elememto Vet[3473]= 27195
Elememto Vet[3474]= 16631
Elememto Vet[3475]= 16232
Elememto Vet[3476]= 20845
Elememto Vet[3477]= 15270
Elememto Vet[3478]= 16965
Elememto Vet[3479]= 28670
Elememto Vet[3480]= 19169
Elememto Vet[3481]= 15911
Elememto Vet[3482]= 12486
Elememto Vet[3483]= 17998
Elememto Vet[3484]= 25837
Elememto Vet[3485]= 26508
Elememto Vet[3486]= 9621
Elememto Vet[3487]= 18463
Elememto Vet[3488]= 15461
Elememto Vet[3489]= 36536
Elememto Vet[3490]= 42199
Elememto Vet[3491]= 8647
Elememto Vet[3492]= 15852
Elememto Vet[3493]= 24349
Elememto Vet[3494]= 37079
Elememto Vet[3495]= 29276
Elememto Vet[3496]= 15304
Elememto Vet[3497]= 39247
Elememto Vet[3498]= 40521
Elememto Vet[3499]= 22244
Elememto Vet[3500]= 34023
Elememto Vet[3501]= 18042
Elememto Vet[3502]= 39754
Elememto Vet[3503]= 30340
Elememto Vet[3504]= 14770
Elememto Vet[3505]= 38613
Elememto Vet[3506]= 17866
Elememto Vet[3507]= 7746
Elememto Vet[3508]= 17724
Elememto Vet[3509]= 28830
Elememto Vet[3510]= 14088
Elememto Vet[3511]= 32757
Elememto Vet[3512]= 22409
Elememto Vet[3513]= 27738
Elememto Vet[3514]= 39975
Elememto Vet[3515]= 5280
Elememto Vet[3516]= 35287
Elememto Vet[3517]= 36857
Elememto Vet[3518]= 24994
Elememto Vet[3519]= 19163
Elememto Vet[3520]= 21923
Elememto Vet[3521]= 20064
Elememto Vet[3522]= 18029
Elememto Vet[3523]= 34554
Elememto Vet[3524]= 39689
Elememto Vet[3525]= 17882
Elememto Vet[3526]= 13189
Elememto Vet[3527]= 33846
Elememto Vet[3528]= 25876
Elememto Vet[3529]= 17152
Elememto Vet[3530]= 3853
Elememto Vet[3531]= 14080
Elememto Vet[3532]= 32945
Elememto Vet[3533]= 33389
Elememto Vet[3534]= 37008
Elememto Vet[3535]= 40083
Elememto Vet[3536]= 8998
Elememto Vet[3537]= 8984
Elememto Vet[3538]= 26627
Elememto Vet[3539]= 36015
Elememto Vet[3540]= 42377
Elememto Vet[3541]= 29183
Elememto Vet[3542]= 29744
Elememto Vet[3543]= 30879
Elememto Vet[3544]= 36173
Elememto Vet[3545]= 26216
Elememto Vet[3546]= 36397
Elememto Vet[3547]= 23237
Elememto Vet[3548]= 17520
Elememto Vet[3549]= 41042
Elememto Vet[3550]= 8692
Elememto Vet[3551]= 20778
Elememto Vet[3552]= 19758
Elememto Vet[3553]= 21535
Elememto Vet[3554]= 14810
Elememto Vet[3555]= 10975
Elememto Vet[3556]= 35767
Elememto Vet[3557]= 14192
Elememto Vet[3558]= 13562
Elememto Vet[3559]= 34274
Elememto Vet[3560]= 14814
Elememto Vet[3561]= 20217
Elememto Vet[3562]= 11830
Elememto Vet[3563]= 28173
Elememto Vet[3564]= 23543
Elememto Vet[3565]= 36376
Elememto Vet[3566]= 37838
Elememto Vet[3567]= 14849
Elememto Vet[3568]= 5801
Elememto Vet[3569]= 34261
Elememto Vet[3570]= 27105
Elememto Vet[3571]= 35902
Elememto Vet[3572]= 39380
Elememto Vet[3573]= 41802
Elememto Vet[3574]= 17199
Elememto Vet[3575]= 21883
Elememto Vet[3576]= 17324
Elememto Vet[3577]= 33568
Elememto Vet[3578]= 13913
Elememto Vet[3579]= 17468
Elememto Vet[3580]= 7223
Elememto Vet[3581]= 20179
Elememto Vet[3582]= 35164
Elememto Vet[3583]= 13962
Elememto Vet[3584]= 7639
Elememto Vet[3585]= 23912
Elememto Vet[3586]= 34811
Elememto Vet[3587]= 6390
Elememto Vet[3588]= 11647
Elememto Vet[3589]= 24063
Elememto Vet[3590]= 19986
Elememto Vet[3591]= 30253
Elememto Vet[3592]= 20903
Elememto Vet[3593]= 23214
Elememto Vet[3594]= 11925
Elememto Vet[3595]= 12669
Elememto Vet[3596]= 27516
Elememto Vet[3597]= 29599
Elememto Vet[3598]= 31376
Elememto Vet[3599]= 30611
Elememto Vet[3600]= 20233
Elememto Vet[3601]= 29324
Elememto Vet[3602]= 10278
Elememto Vet[3603]= 43965
Elememto Vet[3604]= 18843
Elememto Vet[3605]= 11087
Elememto Vet[3606]= 38466
Elememto Vet[3607]= 35688
Elememto Vet[3608]= 7197
Elememto Vet[3609]= 35856
Elememto Vet[3610]= 32985
Elememto Vet[3611]= 31876
Elememto Vet[3612]= 20153
Elememto Vet[3613]= 43245
Elememto Vet[3614]= 30553
Elememto Vet[3615]= 35979
Elememto Vet[3616]= 30846
Elememto Vet[3617]= 6763
Elememto Vet[3618]= 16465
Elememto Vet[3619]= 8207
Elememto Vet[3620]= 29991
Elememto Vet[3621]= 39352
Elememto Vet[3622]= 15952
Elememto Vet[3623]= 37019
Elememto Vet[3624]= 15693
Elememto Vet[3625]= 11354
Elememto Vet[3626]= 30985
Elememto Vet[3627]= 27854
Elememto Vet[3628]= 27006
Elememto Vet[3629]= 13951
Elememto Vet[3630]= 42920
Elememto Vet[3631]= 42708
Elememto Vet[3632]= 15654
Elememto Vet[3633]= 22891
Elememto Vet[3634]= 10335
Elememto Vet[3635]= 13998
Elememto Vet[3636]= 23649
Elememto Vet[3637]= 26350
Elememto Vet[3638]= 14043
Elememto Vet[3639]= 22837
Elememto Vet[3640]= 24791
Elememto Vet[3641]= 24234
Elememto Vet[3642]= 26401
Elememto Vet[3643]= 12061
Elememto Vet[3644]= 28859
Elememto Vet[3645]= 29218
Elememto Vet[3646]= 19308
Elememto Vet[3647]= 30877
Elememto Vet[3648]= 38048
Elememto Vet[3649]= 16889
Elememto Vet[3650]= 15438
Elememto Vet[3651]= 17673
Elememto Vet[3652]= 15594
Elememto Vet[3653]= 20844
Elememto Vet[3654]= 19412
Elememto Vet[3655]= 37034
Elememto Vet[3656]= 22432
Elememto Vet[3657]= 24945
Elememto Vet[3658]= 32018
Elememto Vet[3659]= 16784
Elememto Vet[3660]= 26478
Elememto Vet[3661]= 21400
Elememto Vet[3662]= 30532
Elememto Vet[3663]= 25415
Elememto Vet[3664]= 39888
Elememto Vet[3665]= 29843
Elememto Vet[3666]= 14861
Elememto Vet[3667]= 30865
Elememto Vet[3668]= 31140
Elememto Vet[3669]= 14755
Elememto Vet[3670]= 42107
Elememto Vet[3671]= 30485
Elememto Vet[3672]= 13138
Elememto Vet[3673]= 36462
Elememto Vet[3674]= 20158
Elememto Vet[3675]= 34696
Elememto Vet[3676]= 16329
Elememto Vet[3677]= 26448
Elememto Vet[3678]= 25875
Elememto Vet[3679]= 22082
Elememto Vet[3680]= 12385
Elememto Vet[3681]= 16623
Elememto Vet[3682]= 16768
Elememto Vet[3683]= 37732
Elememto Vet[3684]= 13884
Elememto Vet[3685]= 41464
Elememto Vet[3686]= 29388
Elememto Vet[3687]= 45530
Elememto Vet[3688]= 14368
Elememto Vet[3689]= 19826
Elememto Vet[3690]= 45265
Elememto Vet[3691]= 25907
Elememto Vet[3692]= 44235
Elememto Vet[3693]= 4539
Elememto Vet[3694]= 36743
Elememto Vet[3695]= 4700
Elememto Vet[3696]= 25224
Elememto Vet[3697]= 13367
Elememto Vet[3698]= 13138
Elememto Vet[3699]= 15589
Elememto Vet[3700]= 34196
Elememto Vet[3701]= 36244
Elememto Vet[3702]= 5293
Elememto Vet[3703]= 10871
Elememto Vet[3704]= 10168
Elememto Vet[3705]= 10299
Elememto Vet[3706]= 26414
Elememto Vet[3707]= 12612
Elememto Vet[3708]= 34486
Elememto Vet[3709]= 36680
Elememto Vet[3710]= 24704
Elememto Vet[3711]= 14087
Elememto Vet[3712]= 16369
Elememto Vet[3713]= 35533
Elememto Vet[3714]= 41655
Elememto Vet[3715]= 40257
Elememto Vet[3716]= 34123
Elememto Vet[3717]= 11997
Elememto Vet[3718]= 29371
Elememto Vet[3719]= 12205
Elememto Vet[3720]= 13053
Elememto Vet[3721]= 31211
Elememto Vet[3722]= 16501
Elememto Vet[3723]= 17209
Elememto Vet[3724]= 14118
Elememto Vet[3725]= 12565
Elememto Vet[3726]= 36848
Elememto Vet[3727]= 16977
Elememto Vet[3728]= 17789
Elememto Vet[3729]= 19410
Elememto Vet[3730]= 41051
Elememto Vet[3731]= 20267
Elememto Vet[3732]= 11858
Elememto Vet[3733]= 33519
Elememto Vet[3734]= 37944
Elememto Vet[3735]= 24985
Elememto Vet[3736]= 5517
Elememto Vet[3737]= 16274
Elememto Vet[3738]= 43495
Elememto Vet[3739]= 5250
Elememto Vet[3740]= 19711
Elememto Vet[3741]= 11656
Elememto Vet[3742]= 41939
Elememto Vet[3743]= 33711
Elememto Vet[3744]= 15901
Elememto Vet[3745]= 39350
Elememto Vet[3746]= 44067
Elememto Vet[3747]= 43726
Elememto Vet[3748]= 37272
Elememto Vet[3749]= 25997
Elememto Vet[3750]= 35616
Elememto Vet[3751]= 17823
Elememto Vet[3752]= 43433
Elememto Vet[3753]= 18335
Elememto Vet[3754]= 24273
Elememto Vet[3755]= 16512
Elememto Vet[3756]= 38894
Elememto Vet[3757]= 32540
Elememto Vet[3758]= 4446
Elememto Vet[3759]= 39915
Elememto Vet[3760]= 17104
Elememto Vet[3761]= 28392
Elememto Vet[3762]= 5116
Elememto Vet[3763]= 31458
Elememto Vet[3764]= 39774
Elememto Vet[3765]= 16516
Elememto Vet[3766]= 38231
Elememto Vet[3767]= 25068
Elememto Vet[3768]= 38816
Elememto Vet[3769]= 28305
Elememto Vet[3770]= 31859
Elememto Vet[3771]= 9906
Elememto Vet[3772]= 22229
Elememto Vet[3773]= 34194
Elememto Vet[3774]= 36492
Elememto Vet[3775]= 19911
Elememto Vet[3776]= 23495
Elememto Vet[3777]= 24874
Elememto Vet[3778]= 29668
Elememto Vet[3779]= 35552
Elememto Vet[3780]= 34291
Elememto Vet[3781]= 23621
Elememto Vet[3782]= 31610
Elememto Vet[3783]= 44852
Elememto Vet[3784]= 27058
Elememto Vet[3785]= 16412
Elememto Vet[3786]= 45423
Elememto Vet[3787]= 18568
Elememto Vet[3788]= 21332
Elememto Vet[3789]= 13659
Elememto Vet[3790]= 30368
Elememto Vet[3791]= 28852
Elememto Vet[3792]= 20993
Elememto Vet[3793]= 37960
Elememto Vet[3794]= 22289
Elememto Vet[3795]= 2954
Elememto Vet[3796]= 10822
Elememto Vet[3797]= 24544
Elememto Vet[3798]= 9420
Elememto Vet[3799]= 25507
Elememto Vet[3800]= 32464
Elememto Vet[3801]= 18620
Elememto Vet[3802]= 20902
Elememto Vet[3803]= 1554
Elememto Vet[3804]= 30122
Elememto Vet[3805]= 6037
Elememto Vet[3806]= 31115
Elememto Vet[3807]= 28880
Elememto Vet[3808]= 20589
Elememto Vet[3809]= 35508
Elememto Vet[3810]= 2429
Elememto Vet[3811]= 32512
Elememto Vet[3812]= 17211
Elememto Vet[3813]= 17351
Elememto Vet[3814]= 33609
Elememto Vet[3815]= 10220
Elememto Vet[3816]= 35480
Elememto Vet[3817]= 31283
Elememto Vet[3818]= 13589
Elememto Vet[3819]= 4290
Elememto Vet[3820]= 12503
Elememto Vet[3821]= 39587
Elememto Vet[3822]= 39913
Elememto Vet[3823]= 8063
Elememto Vet[3824]= 41118
Elememto Vet[3825]= 9600
Elememto Vet[3826]= 14618
Elememto Vet[3827]= 19620
Elememto Vet[3828]= 36814
Elememto Vet[3829]= 20936
Elememto Vet[3830]= 30758
Elememto Vet[3831]= 9611
Elememto Vet[3832]= 26093
Elememto Vet[3833]= 23280
Elememto Vet[3834]= 38317
Elememto Vet[3835]= 43028
Elememto Vet[3836]= 26381
Elememto Vet[3837]= 44467
Elememto Vet[3838]= 17485
Elememto Vet[3839]= 4669
Elememto Vet[3840]= 7555
Elememto Vet[3841]= 21450
Elememto Vet[3842]= 30155
Elememto Vet[3843]= 8180
Elememto Vet[3844]= 29761
Elememto Vet[3845]= 12882
Elememto Vet[3846]= 42335
Elememto Vet[3847]= 10226
Elememto Vet[3848]= 10876
Elememto Vet[3849]= 1553
Elememto Vet[3850]= 36687
Elememto Vet[3851]= 15037
Elememto Vet[3852]= 30711
Elememto Vet[3853]= 28453
Elememto Vet[3854]= 27304
Elememto Vet[3855]= 32890
Elememto Vet[3856]= 45930
Elememto Vet[3857]= 25427
Elememto Vet[3858]= 4154
Elememto Vet[3859]= 18015
Elememto Vet[3860]= 10626
Elememto Vet[3861]= 27767
Elememto Vet[3862]= 3813
Elememto Vet[3863]= 40068
Elememto Vet[3864]= 9336
Elememto Vet[3865]= 14507
Elememto Vet[3866]= 32426
Elememto Vet[3867]= 14393
Elememto Vet[3868]= 30155
Elememto Vet[3869]= 35691
Elememto Vet[3870]= 21750
Elememto Vet[3871]= 32841
Elememto Vet[3872]= 12436
Elememto Vet[3873]= 12266
Elememto Vet[3874]= 18508
Elememto Vet[3875]= 27639
Elememto Vet[3876]= 15666
Elememto Vet[3877]= 22697
Elememto Vet[3878]= 39577
Elememto Vet[3879]= 29036
Elememto Vet[3880]= 7566
Elememto Vet[3881]= 15834
Elememto Vet[3882]= 12191
Elememto Vet[3883]= 12792
Elememto Vet[3884]= 28725
Elememto Vet[3885]= 32849
Elememto Vet[3886]= 14444
Elememto Vet[3887]= 31002
Elememto Vet[3888]= 29858
Elememto Vet[3889]= 14159
Elememto Vet[3890]= 44017
Elememto Vet[3891]= 36397
Elememto Vet[3892]= 25140
Elememto Vet[3893]= 8371
Elememto Vet[3894]= 28458
Elememto Vet[3895]= 34653
Elememto Vet[3896]= 20127
Elememto Vet[3897]= 16226
Elememto Vet[3898]= 30925
Elememto Vet[3899]= 23391
Elememto Vet[3900]= 10600
Elememto Vet[3901]= 28058
Elememto Vet[3902]= 18357
Elememto Vet[3903]= 24680
Elememto Vet[3904]= 16675
Elememto Vet[3905]= 35826
Elememto Vet[3906]= 23157
Elememto Vet[3907]= 14461
Elememto Vet[3908]= 35890
Elememto Vet[3909]= 4183
Elememto Vet[3910]= 26058
Elememto Vet[3911]= 31879
Elememto Vet[3912]= 16030
Elememto Vet[3913]= 45501
Elememto Vet[3914]= 35877
Elememto Vet[3915]= 11240
Elememto Vet[3916]= 9314
Elememto Vet[3917]= 17509
Elememto Vet[3918]= 26628
Elememto Vet[3919]= 23273
Elememto Vet[3920]= 42424
Elememto Vet[3921]= 38981
Elememto Vet[3922]= 4555
Elememto Vet[3923]= 25162
Elememto Vet[3924]= 24931
Elememto Vet[3925]= 17589
Elememto Vet[3926]= 39029
Elememto Vet[3927]= 7753
Elememto Vet[3928]= 1494
Elememto Vet[3929]= 30032
Elememto Vet[3930]= 30438
Elememto Vet[3931]= 32853
Elememto Vet[3932]= 17938
Elememto Vet[3933]= 23317
Elememto Vet[3934]= 16217
Elememto Vet[3935]= 19144
Elememto Vet[3936]= 20641
Elememto Vet[3937]= 23396
Elememto Vet[3938]= 11906
Elememto Vet[3939]= 19893
Elememto Vet[3940]= 18625
Elememto Vet[3941]= 31966
Elememto Vet[3942]= 18031
Elememto Vet[3943]= 33987
Elememto Vet[3944]= 7818
Elememto Vet[3945]= 13626
Elememto Vet[3946]= 5217
Elememto Vet[3947]= 34502
Elememto Vet[3948]= 21851
Elememto Vet[3949]= 19493
Elememto Vet[3950]= 6388
Elememto Vet[3951]= 33978
Elememto Vet[3952]= 15917
Elememto Vet[3953]= 30306
Elememto Vet[3954]= 7820
Elememto Vet[3955]= 22571
Elememto Vet[3956]= 20111
Elememto Vet[3957]= 34290
Elememto Vet[3958]= 16469
Elememto Vet[3959]= 25446
Elememto Vet[3960]= 5208
Elememto Vet[3961]= 14314
Elememto Vet[3962]= 24195
Elememto Vet[3963]= 36685
Elememto Vet[3964]= 40251
Elememto Vet[3965]= 21511
Elememto Vet[3966]= 38083
Elememto Vet[3967]= 24122
Elememto Vet[3968]= 35147
Elememto Vet[3969]= 23471
Elememto Vet[3970]= 40421
Elememto Vet[3971]= 14109
Elememto Vet[3972]= 21437
Elememto Vet[3973]= 35761
Elememto Vet[3974]= 31754
Elememto Vet[3975]= 17825
Elememto Vet[3976]= 21714
Elememto Vet[3977]= 24352
Elememto Vet[3978]= 45361
Elememto Vet[3979]= 47961
Elememto Vet[3980]= 36338
Elememto Vet[3981]= 3532
Elememto Vet[3982]= 27320
Elememto Vet[3983]= 20155
Elememto Vet[3984]= 27533
Elememto Vet[3985]= 35786
Elememto Vet[3986]= 22466
Elememto Vet[3987]= 15180
Elememto Vet[3988]= 36328
Elememto Vet[3989]= 18409
Elememto Vet[3990]= 45114
Elememto Vet[3991]= 21046
Elememto Vet[3992]= 24298
Elememto Vet[3993]= 6829
Elememto Vet[3994]= 10519
Elememto Vet[3995]= 14951
Elememto Vet[3996]= 27760
Elememto Vet[3997]= 26085
Elememto Vet[3998]= 27330
Elememto Vet[3999]= 11340
Elememto Vet[4000]= 12261
Elememto Vet[4001]= 13925
Elememto Vet[4002]= 29902
Elememto Vet[4003]= 17288
Elememto Vet[4004]= 38053
Elememto Vet[4005]= 38492
Elememto Vet[4006]= 17946
Elememto Vet[4007]= 31392
Elememto Vet[4008]= 32666
Elememto Vet[4009]= 31824
Elememto Vet[4010]= 21014
Elememto Vet[4011]= 10203
Elememto Vet[4012]= 21077
Elememto Vet[4013]= 22221
Elememto Vet[4014]= 31954
Elememto Vet[4015]= 23310
Elememto Vet[4016]= 28492
Elememto Vet[4017]= 18604
Elememto Vet[4018]= 20541
Elememto Vet[4019]= 36159
Elememto Vet[4020]= 19856
Elememto Vet[4021]= 26490
Elememto Vet[4022]= 42069
Elememto Vet[4023]= 7237
Elememto Vet[4024]= 29464
Elememto Vet[4025]= 10874
Elememto Vet[4026]= 34336
Elememto Vet[4027]= 11556
Elememto Vet[4028]= 32387
Elememto Vet[4029]= 18154
Elememto Vet[4030]= 23941
Elememto Vet[4031]= 7618
Elememto Vet[4032]= 45561
Elememto Vet[4033]= 24322
Elememto Vet[4034]= 17085
Elememto Vet[4035]= 13443
Elememto Vet[4036]= 15596
Elememto Vet[4037]= 33713
Elememto Vet[4038]= 41167
Elememto Vet[4039]= 24385
Elememto Vet[4040]= 13920
Elememto Vet[4041]= 24648
Elememto Vet[4042]= 27954
Elememto Vet[4043]= 33215
Elememto Vet[4044]= 28839
Elememto Vet[4045]= 43689
Elememto Vet[4046]= 28353
Elememto Vet[4047]= 17717
Elememto Vet[4048]= 16618
Elememto Vet[4049]= 9176
Elememto Vet[4050]= 5165
Elememto Vet[4051]= 25460
Elememto Vet[4052]= 46342
